imagePath,label
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_24105.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_72747.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_21703.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_59791.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_23605.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_34637.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_3910.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_59626.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_69662.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_58535.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_3896.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_59899.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_60351.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_59704.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_26382.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_26372.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_57460.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_58715.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_60027.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_59294.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_70093.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_16481.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_60892.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_63914.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_71495.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_29422.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_22649.png,1
rawImgs_200/vid1/Smoke/ROI_HT_vid_1_frame_61575.png,1
